id,rank,training_name,training_type,hours
1033,Patrol Sergeant,Office of Highway Safety Planning OWI Investigations,Police Training,1
1034,Patrol Sergeant,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1035,Patrol Sergeant,TSC Watchlisting Training,Police Training,1
1036,Patrol Sergeant,19-905 OWI Investigations,Police Training,1
1037,Patrol Sergeant,2020 Community Policing and Problem Solving,Police Training,1
1038,Cadet,2019 Bloodborne Pathogens ,Police Training,1
1039,Cadet,Hazardous Materials 2019,Police Training,1
1040,Cadet,Ethical Decision Making and Intervention,Police Training,1
1041,Cadet,Michigan State Police Security Awareness Training Level 1,Police Training,1
1042,Cadet,Michigan State Police Security Awareness Training Level 2,Police Training,1
1043,Cadet,Michigan State Police Security Awareness Training Level 3,Police Training,1
1044,Cadet,Veterans Affairs S.A.V.E Training,Police Training,1
1045,Cadet,TSC Watchlisting Training,Police Training,1
1046,Patrol Officer,Datamaster DMT,Police Training,2.5
1047,Patrol Officer,Taser Training,Police Training,8
1048,Patrol Officer,Rifle Training and Qualification,Police Training,8
1049,Patrol Officer,Rifle Training and Qualification,Police Training,8
1050,Patrol Officer,Advanced Roadside Impaired Driving Enforcement (ARIDE),Police Training,16
1051,Patrol Officer,OakTac Active Shooter Response Training,Police Training,16
1052,Patrol Officer,Firearms Training/Qualification,Police Training,1
1053,Patrol Officer,Firearms Training/Qualification,Police Training,1
1054,Patrol Officer,MCOLES Active Duty Firearm Standard 2018,Police Training,1
1055,Patrol Officer,2019 Bloodborne Pathogens ,Police Training,1
1056,Patrol Officer,Hazardous Materials 2019,Police Training,1
1057,Patrol Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1058,Patrol Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1059,Patrol Officer,2019 Response to Resistance Scenarios,Police Training,4
1060,Patrol Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1061,Patrol Officer,2019 Home Made Explosives Recognition,Police Training,1
1062,Patrol Officer,2019 ALICE Methodology,Police Training,1
1063,Patrol Officer,2019 Community Policing / Problem Solving,Police Training,1
1064,Patrol Officer,2019 Below 100,Police Training,1
1065,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1066,Patrol Officer,2019 Employee Asssistance Program,Police Training,1
1067,Patrol Officer,2019 52-1 District Court Update ,Police Training,2
1068,Patrol Officer,2019 LEIN / MICR / Booking Update,Police Training,2
1069,Patrol Officer,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1070,Patrol Officer,2019 Accreditation Training,Community Policing,1
1071,Patrol Officer,Ethical Decision Making and Intervention,Police Training,1
1072,Patrol Officer,2019 Accreditation Review,Police Training,1
1073,Patrol Officer,Michigan State Police Security Awareness Training Level 1,Police Training,1
1074,Patrol Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
1075,Patrol Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
1076,Patrol Officer,Veterans Affairs S.A.V.E Training,Police Training,1
1077,Patrol Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
1078,Patrol Officer,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1079,Patrol Officer,TSC Watchlisting Training,Police Training,1
1080,Patrol Officer,19-905 OWI Investigations,Police Training,1
1081,Patrol Officer,REID Technique of Interview and Interrogation,Police Training,32
1082,Patrol Officer,Outdoor Rifle Training,Police Training,9
1083,Patrol Officer,Taser Training,Police Training,8
1084,Patrol Officer,Rifle Training and Qualification,Police Training,8
1085,Patrol Officer,Firearms Training/Qualification,Police Training,1
1086,Patrol Officer,Firearms Training/Qualification,Police Training,1
1087,Patrol Officer,Firearms Training/Qualification,Police Training,1
1088,Patrol Officer,Firearms Training/Qualification,Police Training,1
1089,Patrol Officer,Firearms Training/Qualification,Police Training,1
1090,Patrol Officer,Firearms Training/Qualification,Police Training,1
1091,Patrol Officer,Emergency Vehicle Operations (EVO),Police Training,8
1092,Patrol Officer,2019 Bloodborne Pathogens ,Police Training,1
1093,Patrol Officer,Hazardous Materials 2019,Police Training,1
1094,Patrol Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1095,Patrol Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1096,Patrol Officer,2019 Response to Resistance Scenarios,Police Training,4
1097,Patrol Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1098,Patrol Officer,2019 Home Made Explosives Recognition,Police Training,1
1099,Patrol Officer,2019 ALICE Methodology,Police Training,1
1100,Patrol Officer,2019 Community Policing / Problem Solving,Police Training,1
1101,Patrol Officer,2019 Below 100,Police Training,1
1102,Patrol Officer,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1103,Patrol Officer,2019 Employee Asssistance Program,Police Training,1
1104,Patrol Officer,2019 52-1 District Court Update ,Police Training,2
1105,Patrol Officer,2019 LEIN / MICR / Booking Update,Police Training,2
1106,Patrol Officer,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1107,Patrol Officer,2019 Accreditation Training,Community Policing,1
1108,Patrol Officer,Ethical Decision Making and Intervention,Police Training,1
1109,Patrol Officer,2019 Accreditation Review,Police Training,1
1110,Patrol Officer,Michigan State Police Security Awareness Training Level 1,Police Training,1
1111,Patrol Officer,Michigan State Police Security Awareness Training Level 2,Police Training,1
1112,Patrol Officer,Michigan State Police Security Awareness Training Level 3,Police Training,1
1113,Patrol Officer,Veterans Affairs S.A.V.E Training,Police Training,1
1114,Patrol Officer,Office of Highway Safety Planning OWI Investigations,Police Training,1
1115,Patrol Officer,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1116,Patrol Officer,TSC Watchlisting Training,Police Training,1
1117,Patrol Officer,Basic Crisis Negotiation,Police Training,40
1118,Patrol Officer,19-905 OWI Investigations,Police Training,1
1119,Detective,Outdoor Rifle Training,Police Training,9
1120,Detective,Rifle Training and Qualification,Police Training,8
1121,Detective,Firearms Training/Qualification,Police Training,1
1122,Detective,Firearms Training/Qualification,Police Training,1
1123,Detective,Firearms Training/Qualification,Police Training,1
1124,Detective,Firearms Training/Qualification,Police Training,1
1125,Detective,2019 Bloodborne Pathogens ,Police Training,1
1126,Detective,Hazardous Materials 2019,Police Training,1
1127,Detective,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1128,Detective,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1129,Detective,2019 Response to Resistance Scenarios,Police Training,4
1130,Detective,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1131,Detective,2019 Home Made Explosives Recognition,Police Training,1
1132,Detective,2019 ALICE Methodology,Police Training,1
1133,Detective,2019 Community Policing / Problem Solving,Police Training,1
1134,Detective,2019 Below 100,Police Training,1
1135,Detective,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1136,Detective,2019 Employee Asssistance Program,Police Training,1
1137,Detective,2019 52-1 District Court Update ,Police Training,2
1138,Detective,2019 LEIN / MICR / Booking Update,Police Training,2
1139,Detective,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1140,Detective,Ethical Decision Making and Intervention,Police Training,1
1141,Detective,2019 Accreditation Review,Police Training,1
1142,Detective,Michigan State Police Security Awareness Training Level 1,Police Training,1
1143,Detective,Michigan State Police Security Awareness Training Level 2,Police Training,1
1144,Detective,Michigan State Police Security Awareness Training Level 3,Police Training,1
1145,Detective,Veterans Affairs S.A.V.E Training,Police Training,1
1146,Detective,Office of Highway Safety Planning OWI Investigations,Police Training,1
1147,Detective,Mobile Device Examiner,Police Training,240
1148,Detective,MCOLES Active Duty Firearm Standard 2019,Police Training,1
1149,Detective,TSC Watchlisting Training,Police Training,1
1150,Detective,19-905 OWI Investigations,Police Training,1
1151,Detective,2020 Community Policing and Problem Solving,Police Training,1
1152,Detective,Rifle Training and Qualification,Police Training,8
1153,Detective,Rifle Training and Qualification,Police Training,8
1154,Detective,Firearms Training/Qualification,Police Training,1
1155,Detective,Firearms Training/Qualification,Police Training,1
1156,Detective,Emergency Vehicle Operations (EVO),Police Training,8
1157,Detective,2019 Bloodborne Pathogens ,Police Training,1
1158,Detective,Hazardous Materials 2019,Police Training,1
1159,Detective,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1160,Detective,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1161,Detective,2019 Response to Resistance Scenarios,Police Training,4
1162,Detective,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
1163,Detective,2019 Home Made Explosives Recognition,Police Training,1
1164,Detective,2019 ALICE Methodology,Police Training,1
1165,Detective,2019 Community Policing / Problem Solving,Police Training,1
1166,Detective,2019 Below 100,Police Training,1
1167,Detective,2019 Legal Update / Domestic Violence / Stalking,Police Training,6
1168,Detective,2019 Employee Asssistance Program,Police Training,1
1169,Detective,2019 52-1 District Court Update ,Police Training,2
1170,Detective,2019 LEIN / MICR / Booking Update,Police Training,2
1171,Detective,2019 Resiliance and Self Care for First Repsonders,Police Training,2
1172,Detective,Ethical Decision Making and Intervention,Police Training,1
1173,Detective,2019 Accreditation Review,Police Training,1
1174,Detective,Michigan State Police Security Awareness Training Level 1,Police Training,1
1175,Detective,Michigan State Police Security Awareness Training Level 2,Police Training,1
1176,Detective,Michigan State Police Security Awareness Training Level 3,Police Training,1
1177,Detective,Policing the Teen Brain,Police Training,16
1178,Detective,Veterans Affairs S.A.V.E Training,Police Training,1
1179,Detective,Office of Highway Safety Planning OWI Investigations,Police Training,1
1180,Detective,21st Annual Police Orientation ,Police Training,4.5
1181,Detective,TSC Watchlisting Training,Police Training,1
1182,Detective,Michigan Crisis Intervention Training Conference ,Police Training,16
1183,Detective,19-905 OWI Investigations,Police Training,1
1184,Detective,2020 Community Policing and Problem Solving,Police Training,1
1185,Detective,School Bus Critical Incident Awareness Train the Trainer,Police Training,4
1186,Police Officer,Datamaster DMT,Police Training,2.5
1187,Police Officer,Rifle Training and Qualification,Police Training,8
1188,Police Officer,Rifle Training and Qualification,Police Training,8
1189,Police Officer,Advanced Roadside Impaired Driving Enforcement (ARIDE),Police Training,16
1190,Police Officer,OakTac Active Shooter Response Training,Police Training,16
1191,Police Officer,Firearms Training/Qualification,Police Training,1
1192,Police Officer,Firearms Training/Qualification,Police Training,1
1193,Police Officer,Firearms Training/Qualification,Police Training,1
1194,Police Officer,Firearms Training/Qualification,Police Training,1
1195,Police Officer,Firearms Training/Qualification,Police Training,1
1196,Police Officer,Firearms Training/Qualification,Police Training,1
1197,Police Officer,2019 Bloodborne Pathogens ,Police Training,1
1198,Police Officer,Hazardous Materials 2019,Police Training,1
1199,Police Officer,2019 Crisis Intervention / Crisis Negotiation,Police Training,2
1200,Police Officer,2019 Taser / PPCT / Freeze +P / ASP,Police Training,4
1201,Police Officer,2019 Response to Resistance Scenarios,Police Training,4
1202,Police Officer,2019 EVO / Pursuit / Decision Making / Directive Review,Police Training,1
